id,label,mean,std,activeDark,inactiveLight
condition_2,1,109.40694444444445,173.81056027208373,0.6658415841584159,0.10907335907335908
condition_2,1,68.94930555555555,137.46685569144984,0.7648514851485149,0.24517374517374518
condition_2,1,236.90416666666667,380.9853914554103,0.754950495049505,0.0916988416988417
condition_2,1,287.4555555555556,473.295069887356,0.7574257425742574,0.09845559845559845
condition_9,1,170.07222222222222,272.61408535441944,0.7623762376237624,0.0694980694980695
condition_9,1,178.37222222222223,286.391263596521,0.7227722772277227,0.1361003861003861
condition_9,1,187.0888888888889,308.11025550903315,0.943069306930693,0.0945945945945946
condition_9,1,134.01388888888889,257.11743303913755,0.6955445544554455,0.11293436293436293
condition_9,1,190.21458333333334,318.2934392620135,0.8464052287581699,0.10846560846560846
condition_9,1,191.83819444444444,325.28857055595046,0.7745098039215687,0.14814814814814814
condition_9,1,181.15208333333334,324.68610777942877,0.8104575163398693,0.17724867724867724
condition_10,1,426.46458333333334,462.3996900733729,0.718796992481203,0.011612903225806452
condition_10,1,362.5673611111111,461.75746506517174,0.7909774436090226,0.03741935483870968
condition_10,1,335.22083333333336,397.8997727689251,0.6962406015037594,0.0012903225806451613
condition_10,1,328.84930555555553,421.44644562723676,0.6857142857142857,0.007741935483870968
condition_10,1,312.78680555555553,409.31127728904244,0.6676691729323309,0.06193548387096774
condition_10,1,262.44444444444446,364.4490559105674,0.7879699248120301,0.03612903225806452
condition_10,1,376.7006944444444,485.40637424529217,0.6706766917293233,0.007741935483870968
condition_13,1,293.55625,356.12317348547236,0.6793587174348698,0.06057385759829968
condition_13,1,257.50208333333336,309.31112681485166,0.8677354709418837,0.17109458023379384
condition_13,1,136.5715277777778,229.02823176834465,0.7935871743486974,0.20403825717321997
condition_13,1,314.24583333333334,401.6695378464408,0.8496993987975952,0.08820403825717323
condition_13,1,227.26458333333332,353.0562995555207,0.7755511022044088,0.12646121147715197
condition_13,1,257.7347222222222,376.4019969165386,0.8256513026052105,0.08926673751328375
condition_13,1,290.22222222222223,356.6267009274226,0.87374749498998,0.05419766206163656
condition_15,1,175.63958333333332,279.2646876540253,0.56312625250501,0.06801275239107332
condition_15,1,131.64791666666667,245.48075464089217,0.48270676691729325,0.01935483870967742
condition_15,1,242.24305555555554,393.3173403005095,0.5518796992481203,0.0
condition_15,1,88.24444444444444,177.82498746763193,0.7203007518796992,0.24645161290322581
condition_15,1,78.90416666666667,159.03091420003705,0.6300751879699248,0.2232258064516129
condition_15,1,37.477777777777774,107.05277639837115,0.643609022556391,0.4941935483870968
condition_15,1,52.27291666666667,176.06274890587528,0.6135338345864662,0.5574193548387096
condition_19,1,152.13125,275.30682636024335,0.48697394789579157,0.021253985122210415
condition_19,1,69.82708333333333,210.10849301046494,0.5230460921843687,0.19766206163655686
condition_19,1,81.05694444444444,223.98036020720974,0.5744360902255639,0.19096774193548388
condition_19,1,219.06180555555557,338.14929769633756,0.6225563909774436,0.03354838709677419
condition_19,1,199.3,297.62482084317486,0.6947368421052632,0.09161290322580645
condition_19,1,318.6111111111111,387.1643299188554,0.7082706766917293,0.024516129032258065
condition_19,1,172.0388888888889,276.67175080659484,0.7458646616541353,0.10838709677419354
condition_21,1,75.08055555555555,215.36547254725093,0.25163398692810457,0.47442680776014107
condition_21,1,53.889583333333334,199.47196703174836,0.3300653594771242,0.5608465608465608
condition_21,1,26.894444444444446,112.07877812323798,0.21241830065359477,0.6199294532627866
condition_21,1,86.12222222222222,205.78475785705885,0.3464052287581699,0.3509700176366843
condition_21,1,92.04444444444445,217.35432551093902,0.3562091503267974,0.2848324514991182
condition_21,1,101.71041666666666,220.55572026747183,0.29411764705882354,0.3474426807760141
condition_21,1,97.8625,208.23601896278097,0.27124183006535946,0.2275132275132275
condition_4,1,248.21180555555554,337.58027115246654,0.4673202614379085,0.10582010582010581
condition_4,1,141.85486111111112,213.06001899188632,0.9967320261437909,0.23985890652557318
condition_4,1,144.49652777777777,273.84158944587375,0.8725490196078431,0.38095238095238093
condition_4,1,158.49027777777778,295.1186494930277,1.0,0.291005291005291
condition_4,1,179.1548611111111,297.53396506199476,1.0,0.291005291005291
condition_4,1,185.04513888888889,301.16662447157495,1.0,0.23809523809523808
condition_4,1,375.2611111111111,438.5961477663216,0.7156862745098039,0.11375661375661375
condition_5,1,197.66875,328.8346756579138,0.9673202614379085,0.14638447971781304
condition_5,1,186.17916666666667,277.4265333887065,0.9117647058823529,0.164021164021164
condition_5,1,139.44305555555556,230.62154488155477,0.7254901960784313,0.12786596119929453
condition_5,1,135.96944444444443,259.9735441925288,0.5620915032679739,0.23368606701940034
condition_5,1,146.59305555555557,245.4819790463696,0.7352941176470589,0.2310405643738977
condition_5,1,152.12847222222223,263.49344819743334,0.9836601307189542,0.20987654320987653
condition_5,1,151.8798611111111,243.2482727159065,0.9248366013071896,0.1984126984126984
