id,timestamp,mean,sum,median,std,min,max,date,label
condition_16,2005-09-26,246.62152777777777,355135,96.0,340.0771452485279,0.0,2839.0,2005-09-26,1
condition_16,2005-09-27,272.0513888888889,391754,116.0,360.11612693193473,0.0,1954.0,2005-09-27,1
condition_16,2005-09-28,225.79305555555555,325142,8.5,351.72888622168773,0.0,2507.0,2005-09-28,1
condition_16,2005-09-29,252.7875,364014,49.0,371.41417382260835,0.0,2214.0,2005-09-29,1
condition_16,2005-09-30,190.78680555555556,274733,27.0,316.46657784322787,0.0,3418.0,2005-09-30,1
condition_16,2005-10-01,211.27569444444444,304237,64.0,322.1598146532539,0.0,2668.0,2005-10-01,1
condition_16,2005-10-02,250.95763888888888,361379,61.0,385.94900808556594,0.0,2752.0,2005-10-02,1
condition_16,2005-10-03,133.88055555555556,192788,0.0,303.0396064812089,0.0,2430.0,2005-10-03,1
condition_16,2005-10-04,271.8923611111111,391525,89.5,376.47214703808265,0.0,1954.0,2005-10-04,1
condition_16,2005-10-05,214.32430555555555,308627,29.0,348.3763087542763,0.0,2752.0,2005-10-05,1
condition_16,2005-10-06,228.6923611111111,329317,15.0,371.3585586650669,0.0,2507.0,2005-10-06,1
condition_16,2005-10-07,277.7763888888889,399998,46.0,407.5104094879246,0.0,2214.0,2005-10-07,1
condition_16,2005-10-08,205.29652777777778,295627,21.0,337.90441796370123,0.0,1780.0,2005-10-08,1
condition_16,2005-10-19,99.43680555555555,143189,3.0,338.1983868791131,0.0,2929.0,2005-10-19,1
condition_17,2005-11-09,84.48819444444445,121663,13.0,152.4504859280485,0.0,1558.0,2005-11-09,1
condition_17,2005-11-10,66.44375,95679,10.0,121.0845575581294,0.0,1002.0,2005-11-10,1
condition_17,2005-11-11,73.25,105480,3.0,157.42031748977757,0.0,1882.0,2005-11-11,1
condition_17,2005-11-12,75.10625,108153,8.0,141.2538332546705,0.0,1174.0,2005-11-12,1
condition_17,2005-11-13,85.56597222222223,123215,27.0,141.5230853673576,0.0,1250.0,2005-11-13,1
condition_17,2005-11-14,95.87638888888888,138062,13.0,174.68590694624024,0.0,1824.0,2005-11-14,1
condition_17,2005-11-15,82.5513888888889,118874,15.0,140.60955407498534,0.0,1102.0,2005-11-15,1
condition_17,2005-11-16,100.21180555555556,144305,20.0,177.194200949433,0.0,1882.0,2005-11-16,1
condition_17,2005-11-17,84.18680555555555,121229,17.0,149.22242924829135,0.0,1375.0,2005-11-17,1
condition_17,2005-11-18,103.76805555555555,149426,13.0,190.72239417649382,0.0,1558.0,2005-11-18,1
condition_17,2005-11-19,88.8125,127890,20.0,150.8456619932508,0.0,1102.0,2005-11-19,1
condition_17,2005-11-20,89.56666666666666,128976,16.0,150.4339555506895,0.0,1212.0,2005-11-20,1
condition_17,2005-11-21,104.25347222222223,150125,27.0,172.07347381567268,0.0,1767.0,2005-11-21,1
condition_17,2005-11-22,79.13819444444445,113959,0.0,346.0900953001117,0.0,3195.0,2005-11-22,1
condition_18,2005-11-09,58.06805555555555,83618,2.0,106.12838322143124,0.0,723.0,2005-11-09,1
condition_18,2005-11-10,67.37222222222222,97016,3.0,129.7497202919398,0.0,1234.0,2005-11-10,1
condition_18,2005-11-11,72.81736111111111,104857,6.0,138.1942840968258,0.0,1355.0,2005-11-11,1
condition_18,2005-11-12,77.76666666666667,111984,16.0,130.91690758701603,0.0,1089.0,2005-11-12,1
condition_18,2005-11-13,86.17708333333333,124095,20.0,153.80266284821224,0.0,1355.0,2005-11-13,1
condition_18,2005-11-14,65.5375,94374,11.0,113.45530226276679,0.0,901.0,2005-11-14,1
condition_18,2005-11-15,67.66597222222222,97439,0.0,133.35387234490312,0.0,1123.0,2005-11-15,1
condition_18,2005-11-16,67.57986111111111,97315,5.0,122.48247826348529,0.0,1196.0,2005-11-16,1
condition_18,2005-11-17,72.03958333333334,103737,2.5,138.84690111198623,0.0,1159.0,2005-11-17,1
condition_18,2005-11-18,81.67013888888889,117605,9.0,147.06597800784027,0.0,990.0,2005-11-18,1
condition_18,2005-11-19,74.49930555555555,107279,14.0,119.75698696629352,0.0,930.0,2005-11-19,1
condition_18,2005-11-20,65.32916666666667,94074,0.0,135.87246190234853,0.0,1196.0,2005-11-20,1
condition_18,2005-11-21,86.87847222222223,125105,11.0,169.90398247551929,0.0,1273.0,2005-11-21,1
condition_18,2005-11-22,56.736111111111114,81700,0.0,147.1635447742029,0.0,990.0,2005-11-22,1
condition_19,2002-08-30,152.13125,219069,21.0,275.30682636024335,0.0,1726.0,2002-08-30,1
condition_19,2002-08-31,69.82708333333333,100551,0.0,210.10849301046494,0.0,3537.0,2002-08-31,1
condition_19,2002-09-01,81.05694444444444,116722,0.0,223.98036020720974,0.0,3537.0,2002-09-01,1
condition_19,2002-09-02,219.06180555555557,315449,62.0,338.14929769633756,0.0,2288.0,2002-09-02,1
condition_19,2002-09-03,199.3,286992,62.0,297.62482084317486,0.0,2361.0,2002-09-03,1
condition_19,2002-09-04,318.6111111111111,458800,147.0,387.1643299188554,0.0,2361.0,2002-09-04,1
condition_19,2002-09-05,172.0388888888889,247736,48.0,276.67175080659484,0.0,2218.0,2002-09-05,1
condition_19,2002-09-06,147.39513888888888,212249,24.0,264.4800321350817,0.0,2288.0,2002-09-06,1
condition_19,2002-09-07,94.94444444444444,136720,0.0,316.3637603741599,0.0,8000.0,2002-09-07,1
condition_19,2002-09-08,80.88541666666667,116475,0.0,199.07162586961627,0.0,2513.0,2002-09-08,1
condition_19,2002-09-09,236.75277777777777,340924,116.0,328.9209620826127,0.0,3124.0,2002-09-09,1
condition_19,2002-09-10,189.1159722222222,272327,62.0,266.6315393666258,0.0,1621.0,2002-09-10,1
condition_19,2002-09-11,194.6486111111111,280294,84.5,271.17854153292365,0.0,2218.0,2002-09-11,1
condition_19,2002-09-12,92.52986111111112,133243,0.0,216.9889636951896,0.0,1571.0,2002-09-12,1
condition_2,2003-05-08,259.6451388888889,373889,99.0,371.84452023848837,3.0,3736.0,2003-05-08,1
condition_2,2003-05-09,244.09652777777777,351499,103.0,325.6532960107539,3.0,3103.0,2003-05-09,1
condition_2,2003-05-10,155.42430555555555,223811,9.5,254.51031037753248,3.0,1423.0,2003-05-10,1
condition_2,2003-05-11,116.46388888888889,167708,6.0,211.5249409428523,3.0,1515.0,2003-05-11,1
condition_2,2003-05-12,224.54166666666666,323340,35.0,390.1316927206058,3.0,3300.0,2003-05-12,1
condition_2,2003-05-13,240.96180555555554,346985,34.5,440.42779672425786,3.0,2918.0,2003-05-13,1
condition_2,2003-05-14,226.48472222222222,326138,40.0,365.6857729629709,3.0,2420.0,2003-05-14,1
condition_2,2003-05-15,338.0965277777778,486859,38.0,580.6363894944661,3.0,2741.0,2003-05-15,1
condition_2,2003-05-16,279.04791666666665,401829,94.0,394.7597220425999,3.0,2420.0,2003-05-16,1
condition_2,2003-05-17,180.16458333333333,259437,47.0,264.95183192604264,3.0,1829.0,2003-05-17,1
condition_2,2003-05-18,109.40694444444445,157546,14.0,173.81056027208373,3.0,1178.0,2003-05-18,1
condition_2,2003-05-19,68.94930555555555,99287,6.0,137.46685569144984,3.0,1106.0,2003-05-19,1
condition_2,2003-05-20,236.90416666666667,341142,79.0,380.9853914554103,3.0,2497.0,2003-05-20,1
condition_2,2003-05-21,287.4555555555556,413936,21.0,473.295069887356,3.0,2657.0,2003-05-21,1
condition_2,2003-05-22,339.39722222222224,488732,47.0,553.2124534176027,4.0,2741.0,2003-05-22,1
condition_2,2003-05-23,276.5965277777778,398299,59.0,467.6343764784376,4.0,4228.0,2003-05-23,1
condition_2,2003-05-24,140.4777777777778,202288,6.0,262.4879748910351,3.0,2275.0,2003-05-24,1
condition_2,2003-05-25,82.36111111111111,118600,4.0,188.7933304639587,4.0,2072.0,2003-05-25,1
condition_2,2003-05-26,207.85833333333332,299316,8.0,336.59114736791406,4.0,2420.0,2003-05-26,1
condition_20,2002-05-25,72.23819444444445,104023,0.0,149.51174020179567,0.0,1386.0,2002-05-25,1
condition_20,2002-05-26,61.30625,88281,0.0,154.00582992978786,0.0,1898.0,2002-05-26,1
condition_20,2002-05-27,72.11527777777778,103846,0.0,152.55698957674983,0.0,1147.0,2002-05-27,1
condition_20,2002-05-28,91.18611111111112,131308,0.0,180.27090285764544,0.0,2084.0,2002-05-28,1
condition_20,2002-05-30,69.74930555555555,100439,0.0,174.21127831521304,0.0,2020.0,2002-05-30,1
condition_20,2002-05-31,80.16041666666666,115431,0.0,182.28820078971322,0.0,1301.0,2002-05-31,1
condition_20,2002-06-01,89.59444444444445,129016,0.0,187.46687296992673,0.0,1430.0,2002-06-01,1
condition_20,2002-06-02,75.17708333333333,108255,0.0,193.00955022828774,0.0,1898.0,2002-06-02,1
condition_20,2002-06-03,57.80625,83241,0.0,144.8313076465183,0.0,1621.0,2002-06-03,1
condition_20,2002-06-04,50.079861111111114,72115,0.0,129.54263860251956,0.0,1183.0,2002-06-04,1
condition_20,2002-06-05,71.57638888888889,103070,0.0,156.9161229120778,0.0,1958.0,2002-06-05,1
condition_20,2002-06-06,56.37083333333333,81174,0.0,130.06813838123358,0.0,1183.0,2002-06-06,1
condition_21,2002-06-14,75.08055555555555,108116,0.0,215.36547254725093,0.0,2146.0,2002-06-14,1
condition_21,2002-06-15,53.889583333333334,77601,0.0,199.47196703174836,0.0,2507.0,2002-06-15,1
condition_21,2002-06-17,86.12222222222222,124016,0.0,205.78475785705885,0.0,1780.0,2002-06-17,1
condition_21,2002-06-18,92.04444444444445,132544,0.0,217.35432551093902,0.0,1894.0,2002-06-18,1
condition_21,2002-06-19,101.71041666666666,146463,0.0,220.55572026747183,0.0,1836.0,2002-06-19,1
condition_21,2002-06-20,97.8625,140922,0.0,208.23601896278097,0.0,2016.0,2002-06-20,1
condition_21,2002-06-21,89.18611111111112,128428,0.0,229.5330185773926,0.0,1954.0,2002-06-21,1
condition_21,2002-06-22,79.53541666666666,114531,0.0,210.3402918026618,0.0,2356.0,2002-06-22,1
condition_21,2002-06-23,79.13194444444444,113950,0.0,237.47871698728872,0.0,2752.0,2002-06-23,1
condition_21,2002-06-24,73.47430555555556,105803,0.0,189.38243339900598,0.0,1725.0,2002-06-24,1
condition_21,2002-06-25,57.19722222222222,82364,0.0,165.75074429639258,0.0,1570.0,2002-06-25,1
condition_21,2002-06-26,99.90972222222223,143870,0.0,234.20986037363937,0.0,2284.0,2002-06-26,1
condition_22,2002-11-06,135.76875,195507,0.0,182.75271800244943,0.0,1110.0,2002-11-06,1
condition_22,2002-11-07,144.85972222222222,208598,26.0,209.37812495694408,0.0,2020.0,2002-11-07,1
condition_22,2002-11-08,180.04652777777778,259267,54.0,247.59509005416302,0.0,2150.0,2002-11-08,1
condition_22,2002-11-09,126.46041666666666,182103,12.0,216.5911815361253,0.0,1839.0,2002-11-09,1
condition_22,2002-11-10,117.32222222222222,168944,0.0,234.669644173205,0.0,2084.0,2002-11-10,1
condition_22,2002-11-11,170.49375,245511,9.0,289.28443258357004,0.0,3124.0,2002-11-11,1
condition_22,2002-11-12,143.60069444444446,206785,5.0,216.51286403210958,0.0,1522.0,2002-11-12,1
condition_22,2002-11-13,191.8625,276282,42.5,254.52548988264428,0.0,1898.0,2002-11-13,1
condition_22,2002-11-14,201.34652777777777,289939,59.0,281.6623961560474,0.0,2150.0,2002-11-14,1
condition_22,2002-11-15,168.90694444444443,243226,23.0,294.0396076180844,0.0,2435.0,2002-11-15,1
condition_22,2002-11-16,209.43472222222223,301586,52.0,311.03970088619315,0.0,2759.0,2002-11-16,1
condition_22,2002-11-17,198.1784722222222,285377,40.0,297.40723600050734,0.0,3222.0,2002-11-17,1
condition_22,2002-11-18,151.54930555555555,218231,3.0,261.1445201199456,0.0,1958.0,2002-11-18,1
condition_22,2002-11-19,131.40972222222223,189230,9.5,226.8154283627015,0.0,1726.0,2002-11-19,1
condition_23,2002-06-07,178.43472222222223,256946,15.0,303.3804834939741,0.0,2131.0,2002-06-07,1
condition_23,2002-06-08,178.7722222222222,257432,23.0,289.8146004482889,0.0,2341.0,2002-06-08,1
condition_23,2002-06-09,160.19861111111112,230686,0.0,268.4898327108335,0.0,2066.0,2002-06-09,1
condition_23,2002-06-10,178.95486111111111,257695,18.0,287.5911289431903,0.0,1659.0,2002-06-10,1
condition_23,2002-06-11,225.2111111111111,324304,32.0,354.32583542932764,0.0,2341.0,2002-06-11,1
condition_23,2002-06-12,254.94375,367119,33.0,391.2919074117705,0.0,3506.0,2002-06-12,1
condition_23,2002-06-13,286.4638888888889,412508,113.5,413.5585700265515,0.0,3847.0,2002-06-13,1
condition_23,2002-06-14,330.55069444444445,475993,93.0,455.5673598799436,0.0,3195.0,2002-06-14,1
condition_23,2002-06-15,353.6138888888889,509204,168.0,486.3804061221024,0.0,5931.0,2002-06-15,1
condition_23,2002-06-16,276.0409722222222,397499,168.0,371.91792471719845,0.0,2735.0,2002-06-16,1
condition_23,2002-06-17,280.82430555555555,404387,121.0,375.1403985953905,0.0,3399.0,2002-06-17,1
condition_23,2002-06-18,297.12291666666664,427857,33.0,473.88615115400785,0.0,3296.0,2002-06-18,1
condition_23,2002-06-19,234.70486111111111,337975,26.0,374.687293818052,0.0,3399.0,2002-06-19,1
condition_23,2002-06-20,275.89722222222224,397292,121.0,367.5508339789802,0.0,3399.0,2002-06-20,1
condition_23,2002-06-21,260.36944444444447,374932,0.0,403.8877050460818,0.0,3097.0,2002-06-21,1
condition_23,2002-06-22,259.7340277777778,374017,100.0,362.6895278738453,0.0,2570.0,2002-06-22,1
condition_23,2002-06-23,156.85208333333333,225867,0.0,332.5376929459985,0.0,2003.0,2002-06-23,1
condition_3,2003-05-20,276.4138888888889,398036,45.0,411.04567861881674,5.0,2269.0,2003-05-20,1
condition_3,2003-05-21,193.98819444444445,279343,53.0,305.33456148968975,3.0,2066.0,2003-05-21,1
condition_3,2003-05-22,221.61388888888888,319124,18.0,389.6242869804431,3.0,3002.0,2003-05-22,1
condition_3,2003-05-23,324.6923611111111,467557,191.0,380.16704268606003,3.0,2492.0,2003-05-23,1
condition_3,2003-05-24,236.54513888888889,340625,60.0,334.6570595540487,3.0,1942.0,2003-05-24,1
condition_3,2003-05-25,285.68888888888887,411392,126.0,368.3807501524077,3.0,3296.0,2003-05-25,1
condition_3,2003-05-26,296.5548611111111,427039,70.0,425.0695758492929,3.0,3506.0,2003-05-26,1
condition_3,2003-05-27,215.58125,310437,7.0,426.3596625434476,3.0,2651.0,2003-05-27,1
condition_3,2003-05-28,266.56875,383859,96.0,353.516459109807,3.0,2911.0,2003-05-28,1
condition_3,2003-05-29,197.92777777777778,285016,57.0,295.7179747024498,3.0,2415.0,2003-05-29,1
condition_3,2003-05-30,340.9548611111111,490975,106.0,494.654804890613,3.0,3847.0,2003-05-30,1
condition_3,2003-05-31,342.27916666666664,492882,80.0,456.03795406631724,3.0,3097.0,2003-05-31,1
condition_3,2003-06-01,385.57708333333335,555231,136.0,509.63139975498603,3.0,3002.0,2003-06-01,1
condition_3,2003-06-02,346.9638888888889,499628,171.5,421.35694306517627,3.0,2651.0,2003-06-02,1
condition_4,2003-06-04,248.21180555555554,357425,97.5,337.58027115246654,0.0,2370.0,2003-06-04,1
condition_4,2003-06-05,141.85486111111112,204271,57.0,213.06001899188632,0.0,1535.0,2003-06-05,1
condition_4,2003-06-06,144.49652777777777,208075,0.0,273.84158944587375,0.0,1738.0,2003-06-06,1
condition_4,2003-06-07,158.49027777777778,228226,23.0,295.1186494930277,0.0,4009.0,2003-06-07,1
condition_4,2003-06-08,179.1548611111111,257983,40.0,297.53396506199476,0.0,2853.0,2003-06-08,1
condition_4,2003-06-09,185.04513888888889,266465,55.0,301.16662447157495,0.0,2444.0,2003-06-09,1
condition_4,2003-06-10,375.2611111111111,540376,234.0,438.5961477663216,0.0,3542.0,2003-06-10,1
condition_4,2003-06-11,468.20416666666665,674214,259.0,562.301548330025,0.0,4009.0,2003-06-11,1
condition_4,2003-06-12,429.3076388888889,618203,180.0,529.2433863531887,0.0,2600.0,2003-06-12,1
condition_4,2003-06-13,584.2847222222222,841370,478.0,647.4297133116972,0.0,6776.0,2003-06-13,1
condition_4,2003-06-14,235.07847222222222,338513,128.0,369.5484934928494,0.0,3130.0,2003-06-14,1
condition_4,2003-06-15,296.35069444444446,426745,99.0,498.0518097662834,0.0,5631.0,2003-06-15,1
condition_4,2003-06-16,530.4652777777778,763870,276.0,648.5130864176614,0.0,3887.0,2003-06-16,1
condition_5,2003-06-13,197.66875,284643,44.0,328.8346756579138,0.0,1880.0,2003-06-13,1
condition_5,2003-06-14,186.17916666666667,268098,53.0,277.4265333887065,0.0,2127.0,2003-06-14,1
condition_5,2003-06-15,139.44305555555556,200798,35.0,230.62154488155477,0.0,2194.0,2003-06-15,1
condition_5,2003-06-16,135.96944444444443,195796,9.0,259.9735441925288,0.0,2898.0,2003-06-16,1
condition_5,2003-06-17,146.59305555555557,211094,27.0,245.4819790463696,0.0,1822.0,2003-06-17,1
condition_5,2003-06-18,152.12847222222223,219065,34.0,263.49344819743334,0.0,2263.0,2003-06-18,1
condition_5,2003-06-19,151.8798611111111,218707,40.0,243.2482727159065,0.0,1822.0,2003-06-19,1
condition_5,2003-06-20,140.97847222222222,203009,19.5,281.7510647657289,0.0,2990.0,2003-06-20,1
